ANO_EXERCICIO;COD_REFERENCIA;COD_ESFE;COD_ORUN_O;PRD_TBO0ORUN_1_TIT_CLASSIFICADOR;COD_ORUN_U;PRD_TBO0ORUN_TIT_CLASSIFICADOR;COD_FUNC;PRD_TBO0FUNC_TIT_CLASSIFICADOR;COD_SBFU;PRD_TBO0SBFU_TIT_CLASSIFICADOR;COD_PROG;PRD_TBO0PROG_TIT_CLASSIFICADOR;COD_ACAO;NOM_ACAO;COD_LOCG;NOM_LOCG;COD_BEMS;DES_BEM_SERVICO;COD_UNIDADE_MED;TIT_UNIDADE_MED
2008;848669;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080032;No Estado do Espírito Santo;AAGC;Volume disponibilizado;1;unidade
2008;832596;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090032;No Estado do Espírito Santo;0014;Aluno matriculado;1;unidade
2008;831789;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;364;Ensino Superior;1073;Brasil Universitário;63280000;Universidade Aberta e a Distância;63280032;No Estado do Espírito Santo;8038;Vaga disponibilizada;78;unidade
2008;848803;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060032;No Estado do Espírito Santo;0014;Aluno matriculado;1;unidade
2008;832202;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100032;No Estado do Espírito Santo;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871322;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670032;No Estado do Espírito Santo;1366;Pesquisa publicada ;2;unidade
2008;830406;10;26000O;Ministério da Educação;26234U;Universidade Federal do Espírito Santo;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050032;No Estado do Espírito Santo;0000;-;205;-
2008;848720;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;832451;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120052;No Estado de Goiás;0700;Servidor beneficiado;4;unidade
2008;832327;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110052;No Estado de Goiás;0700;Servidor beneficiado;4;unidade
2008;831371;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;362;Ensino Médio;1061;Brasil Escolarizado;29910000;Funcionamento do Ensino Médio na Rede Federal;29910052;No Estado de Goiás;0014;Aluno matriculado;1;unidade
2008;880526;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H630000;Expansão do Ensino Superior - Campus de Catalão;1H630101;No Município de Catalão - GO;8038;Vaga disponibilizada;78;unidade
2008;880527;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H640000;Expansão do Ensino Superior - Campus de Jataí;1H640101;No Município de Jataí - GO;8038;Vaga disponibilizada;78;unidade
2008;831566;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040052;No Estado de Goiás;0265;Pessoa beneficiada;1;unidade
2008;832597;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090052;No Estado de Goiás;0014;Aluno matriculado;1;unidade
2008;831790;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1073;Brasil Universitário;63280000;Universidade Aberta e a Distância;63280052;No Estado de Goiás;8038;Vaga disponibilizada;78;unidade
2008;848804;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060052;No Estado de Goiás;0014;Aluno matriculado;1;unidade
2008;832203;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100052;No Estado de Goiás;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871323;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670052;No Estado de Goiás;1366;Pesquisa publicada ;2;unidade
2008;851893;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050052;No Estado de Goiás;0000;-;205;-
2008;881832;10;26000O;Ministério da Educação;26235U;Universidade Federal de Goiás;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;07160000;Cumprimento de Débitos Judiciais Periódicos Vincendos Devidos pela União, Autarquias e Fundações Públicas Federais;07160052;No Estado de Goiás;0000;-;205;-
2008;848721;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830785;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720033;No Estado do Rio de Janeiro;1671;Servidor capacitado;2;unidade
2008;235099;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;212;Cooperação Internacional;0681;Gestão da Participação em Organismos Internacionais;03340000;Contribuição à Organização Universitária Interamericana - OUI;03340033;No Estado do Rio de Janeiro;0000;-;205;-
2008;832452;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120033;No Estado do Rio de Janeiro;0700;Servidor beneficiado;4;unidade
2008;832328;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110033;No Estado do Rio de Janeiro;0700;Servidor beneficiado;4;unidade
2008;830965;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;363;Ensino Profissional;1062;Desenvolvimento da Educação Profissional e Tecnológica;29920000;Funcionamento da Educação Profissional;29920033;No Estado do Rio de Janeiro;0014;Aluno matriculado;1;unidade
2008;891537;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10U00000;Expansão do Ensino Superior - Campus de Rio das Ostras;10U00101;No Município de Rio das Ostras - RJ;8038;Vaga disponibilizada;78;unidade
2008;891538;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10U10000;Expansão do Ensino Superior - Campus de Nova Friburgo;10U10101;No Município de Nova Friburgo - RJ;8038;Vaga disponibilizada;78;unidade
2008;891536;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H620000;Expansão do Ensino Superior - Campus de Volta Redonda;1H620033;No Estado do Rio de Janeiro;8038;Vaga disponibilizada;78;unidade
2008;831515;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40020000;Assistência ao Educando do Ensino de Graduação;40020033;No Estado do Rio de Janeiro;2417;Aluno assistido ;1;unidade
2008;831567;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040033;No Estado do Rio de Janeiro;0265;Pessoa beneficiada;1;unidade
2008;848671;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080033;No Estado do Rio de Janeiro;AAGC;Volume disponibilizado;1;unidade
2008;832598;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090033;No Estado do Rio de Janeiro;0014;Aluno matriculado;1;unidade
2008;831791;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1073;Brasil Universitário;63280000;Universidade Aberta e a Distância;63280033;No Estado do Rio de Janeiro;8038;Vaga disponibilizada;78;unidade
2008;848805;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060033;No Estado do Rio de Janeiro;0014;Aluno matriculado;1;unidade
2008;832204;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100033;No Estado do Rio de Janeiro;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871324;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670033;No Estado do Rio de Janeiro;1366;Pesquisa publicada ;2;unidade
2008;830408;10;26000O;Ministério da Educação;26236U;Universidade Federal Fluminense;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050033;No Estado do Rio de Janeiro;0000;-;205;-
2008;848722;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;832010;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720031;No Estado de Minas Gerais;1671;Servidor capacitado;2;unidade
2008;832453;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;832329;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;831373;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;362;Ensino Médio;1061;Brasil Escolarizado;29910000;Funcionamento do Ensino Médio na Rede Federal;29910031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;830966;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;363;Ensino Profissional;1062;Desenvolvimento da Educação Profissional e Tecnológica;29920000;Funcionamento da Educação Profissional;29920031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;831516;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40020000;Assistência ao Educando do Ensino de Graduação;40020031;No Estado de Minas Gerais;2417;Aluno assistido ;1;unidade
2008;831568;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040031;No Estado de Minas Gerais;0265;Pessoa beneficiada;1;unidade
2008;848672;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080031;No Estado de Minas Gerais;AAGC;Volume disponibilizado;1;unidade
2008;832599;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;831792;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1073;Brasil Universitário;63280000;Universidade Aberta e a Distância;63280031;No Estado de Minas Gerais;8038;Vaga disponibilizada;78;unidade
2008;848806;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;832205;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100031;No Estado de Minas Gerais;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871325;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670031;No Estado de Minas Gerais;1366;Pesquisa publicada ;2;unidade
2008;830427;10;26000O;Ministério da Educação;26237U;Universidade Federal de Juiz de Fora;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050031;No Estado de Minas Gerais;0000;-;205;-
2008;848723;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;831443;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720031;No Estado de Minas Gerais;1671;Servidor capacitado;2;unidade
2008;832454;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;832330;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;831264;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;361;Ensino Fundamental;1061;Brasil Escolarizado;40010000;Funcionamento do Ensino Fundamental na Rede Federal;40010031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;830967;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;363;Ensino Profissional;1062;Desenvolvimento da Educação Profissional e Tecnológica;29920000;Funcionamento da Educação Profissional;29920031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;831517;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40020000;Assistência ao Educando do Ensino de Graduação;40020031;No Estado de Minas Gerais;2417;Aluno assistido ;1;unidade
2008;831569;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040031;No Estado de Minas Gerais;0265;Pessoa beneficiada;1;unidade
2008;832600;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;848605;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;364;Ensino Superior;1073;Brasil Universitário;51890000;Construção da Escola de Engenharia da UFMG no Campus da Pampulha;51890031;No Estado de Minas Gerais;8687;Edifício construído com 40.000 m²;160;% de execução física
2008;848807;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;832206;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100031;No Estado de Minas Gerais;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871326;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670031;No Estado de Minas Gerais;1366;Pesquisa publicada ;2;unidade
2008;830428;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050031;No Estado de Minas Gerais;0000;-;205;-
2008;881833;10;26000O;Ministério da Educação;26238U;Universidade Federal de Minas Gerais;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;07160000;Cumprimento de Débitos Judiciais Periódicos Vincendos Devidos pela União, Autarquias e Fundações Públicas Federais;07160031;No Estado de Minas Gerais;0000;-;205;-
2008;848724;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830786;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720015;No Estado do Pará;1671;Servidor capacitado;2;unidade
2008;832455;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120015;No Estado do Pará;0700;Servidor beneficiado;4;unidade
2008;832331;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110015;No Estado do Pará;0700;Servidor beneficiado;4;unidade
2008;831375;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;362;Ensino Médio;1061;Brasil Escolarizado;29910000;Funcionamento do Ensino Médio na Rede Federal;29910015;No Estado do Pará;0014;Aluno matriculado;1;unidade
2008;851671;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;363;Ensino Profissional;1062;Desenvolvimento da Educação Profissional e Tecnológica;29920000;Funcionamento da Educação Profissional;29920015;No Estado do Pará;0014;Aluno matriculado;1;unidade
2008;891549;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10FO0000;Expansão do Ensino Superior - Campus de Bragança;10FO0101;No Município de Bragança - PA;8038;Vaga disponibilizada;78;unidade
2008;880557;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H930000;Expansão do Ensino Superior - Campus de Marabá;1H930101;No Município de Marabá - PA;8038;Vaga disponibilizada;78;unidade
2008;880558;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H940000;Expansão do Ensino Superior - Campus de Castanhal;1H940101;No Município de Castanhal - PA;8038;Vaga disponibilizada;78;unidade
2008;880559;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;1H950000;Expansão do Ensino Superior - Campus de Santarém;1H950101;No Município de Santarém - PA;8038;Vaga disponibilizada;78;unidade
2008;831570;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040015;No Estado do Pará;0265;Pessoa beneficiada;1;unidade
2008;848674;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080015;No Estado do Pará;AAGC;Volume disponibilizado;1;unidade
2008;832601;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090015;No Estado do Pará;0014;Aluno matriculado;1;unidade
2008;831794;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1073;Brasil Universitário;63280000;Universidade Aberta e a Distância;63280015;No Estado do Pará;8038;Vaga disponibilizada;78;unidade
2008;848808;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060015;No Estado do Pará;0014;Aluno matriculado;1;unidade
2008;832207;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100015;No Estado do Pará                      ;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;830429;10;26000O;Ministério da Educação;26239U;Universidade Federal do Pará;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050015;No Estado do Pará;0000;-;205;-
2008;848725;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;831444;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720025;No Estado da Paraíba;1671;Servidor capacitado;2;unidade
2008;832456;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120025;No Estado da Paraíba;0700;Servidor beneficiado;4;unidade
2008;832332;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110025;No Estado da Paraíba;0700;Servidor beneficiado;4;unidade
2008;830969;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;363;Ensino Profissional;1062;Desenvolvimento da Educação Profissional e Tecnológica;29920000;Funcionamento da Educação Profissional;29920025;No Estado da Paraíba;0014;Aluno matriculado;1;unidade
2008;891560;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10G20000;Expansão do Ensino Superior - Campus do Litoral Norte em Mamanguape;10G20101;No Município de Mamanguape - PB;8038;Vaga disponibilizada;78;unidade
2008;831519;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40020000;Assistência ao Educando do Ensino de Graduação;40020025;No Estado da Paraíba;2417;Aluno assistido ;1;unidade
2008;831571;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040025;No Estado da Paraíba;0265;Pessoa beneficiada;1;unidade
2008;848675;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080025;No Estado da Paraíba;AAGC;Volume disponibilizado;1;unidade
2008;832602;10;26000O;Ministério da Educação;26240U;Universidade Federal da Paraíba;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090025;No Estado da Paraíba;0014;Aluno matriculado;1;unidade
